,id,cmt,giá,dịch_vụ,an_toàn,chất_lượng,ship,other,chính_hãng
1112,17332,chất_lượng sản_phẩm tuyệt_vời mua giao hàng siêu,0,0,0,1,1,0,0
1113,17331,"giao hàng , đóng_gói cẩn_thận , mua mal không áp mã mpvc .",0,0,0,0,1,0,0
1114,17330,"ship , giá ok . date . mua giảm_giá",1,0,1,1,1,0,0
1115,17329,"thái_độ tệ . mua hàng cân_nhắc mua . đặt_hàng , nhu_cầu không mua gửi yêu_cầu_hủy_đơn . hàng chưa giao 2 giao . chủ shop không đồng_ý huỷ , thương_lượng . đủ .",0,-1,0,0,0,0,0
1116,17328,giá ưu_đãi đúng chất_lượng .,1,0,0,1,0,0,0
1117,17327,shop giao 🥰,0,0,0,0,1,0,0
1119,17325,"hàng đóng_gói cẩn_thận , giao hành hài_lòng tin_tưởng",1,0,0,0,1,0,0
1121,17323,sữa chuẩn giao hàng . chẳng đóng shop mấy triệu . uy_tín nhân_viên nhiệt_tình hôm sữa hôm giao roài,0,1,0,0,1,0,1
1124,17320,sản_phẩm . giao hàng thân_thiện . shop,0,1,0,0,1,0,0
1125,17319,"shop đóng_gói cẩn_thận , giao hàng . date . mua .",0,1,1,1,1,0,0
1127,17317,"hộp móp méo , không vận_chuyển shop . không ảnh_hưởng sản_phẩm oke",0,-1,0,0,-1,0,0
1128,17316,date 202 hài_lòng sản_phẩm . mua ủng_hộ shop,0,0,1,0,0,0,0
1129,17315,"giao hàng , bọc , tem chống hàng giả . chưa hi_vọng chất_lượng tốt",0,0,0,0,1,0,1
1130,17314,"hình_ảnh nét , màu_sắc_đẹp . giao hàng .",0,0,0,0,1,0,0
1131,17313,"giao hàng , chất_lượng bỉm tốt mềm_mỏng loại cũ 👋 mua tiếp",0,0,0,1,1,0,0
1134,17310,"mua shop 2 , shop gói hàng kỹ giao hàng .",0,0,0,0,1,0,0
1135,17309,bỉm mềm nhẹ mỏng mặc đêm không tràn . vòng ôm bắp_chân hơi lỏng,0,0,0,1,0,0,0
1136,17308,"sản_phẩm đóng_gói , không móp , hạn 2022 , giá_cả !",1,0,1,0,1,0,0
1137,17307,hàng giao chậm lỗi vận_chuyển ngóng cổ . đóng_gói mua 6 / 2020 hạn 8 / 2021 . tạm ổn,0,0,1,0,-1,0,0
1138,17306,"mua giá tốt , shop giao , hạn 2 / 2022 . đóng_gói thùng móp méo bung keo tệ mấy . hi_vọng không ( mua hàng sale đóng_gói cẩn_thận xíu )",1,0,1,0,-1,0,0
1139,17305,sản_phẩm oke,0,0,0,1,0,0,0
1140,16926,"sữa mùi thơm dễ_chịu , bé uống giao hàng nhanh_chóng ủng_hộ shop",0,0,0,0,1,0,0
1142,16924,"hàng chuẩn , shop giao hàng như gió ❤ ️ ❤ ️ chúc shop buôn may tốt 👍 🏻 👍 🏻",0,0,0,0,1,0,1
1143,16923,"sản_phẩm ok , như quảng_cáo , giao hàng , đóng_gói kỹ lắm",0,0,0,1,1,0,0
1144,16922,chất_lượng sản_phẩm tốt . ủng_hộ shop . đóng_gói sản_phẩm oke,0,0,0,1,1,0,0
1145,16921,"hàng . shop đóng_gói cẩn_thận , giao hàng , sữa chuẩn uống ngon . mua thường_xuyên shop . hài_lòng .",0,0,0,0,1,0,1
1147,16919,mua shop . đóng_gói c cẩn_thận . bóc mấy lượt liền,0,0,0,0,1,0,0
1148,16918,shop gói hàng cẩn_thận . chất_lượng,0,0,0,0,1,0,0
1149,16917,"sữa uống thơm ngon , không như milo việt . bé . ủng_hộ shop",0,0,0,1,0,0,0
1150,16916,"shop giao hàng , sản_phẩm hãng . tin_cậy , đóng_gói",0,0,0,0,1,0,1
1151,16915,"ship , hạn , hình_thức đẹp , đóng_gói tốt , giá hợp_lý .",1,0,1,0,1,0,0
1152,16914,"đóng_gói kỹ , hàng tem mác đầy_đủ , không hợp bé không",0,0,0,0,1,0,1
1153,16913,"thất_vọng , vọng ! đợt sale lớn 9 / 9 để_dành mua 1 , không ngờ để_dành sữa chờ giao sợ sữa . đầu dự hàng 12 , 14 18 . nhập kho 13 . 1 tình : ) chấp_nhận chờ , không có_nghĩa_là như v",0,0,0,0,-1,0,0
1154,16912,mua 3 . bày shop gói hàng hơi xấu quấn chống sốc hộp cẩn_thận . chất_lượng hàng oke,0,0,0,1,0,0,0
1155,16911,hàng đẹp màu xanh hoạ_tiết / shop xác_nhận gửi 2 xanh 2 kẻ xanh . k hài_lòng,0,-1,0,1,0,0,0
1156,16910,hàng giao . đóng_gói cẩn_thận . hàng hạn . hài_lòng sản_phẩm . shop nhiệt_tình . ăn tốt mua shop . tuyệt_vời lắm . shop 5,0,1,1,1,1,0,0
1157,16909,"shop đóng_gói cẩn_thận , tốt ủng_hộ hai !",0,0,0,0,1,0,0
1158,16908,shop đóng_gói ẩu . lon sữa móp . shop không thiện_chí giải_quyết,0,-1,0,0,-1,0,0
1161,16905,hàng toàn hạn cũ . lưu_ý !,0,0,-1,-1,0,0,0
1162,16904,mua chục hộp . okok okok okokoko giao_hàng,0,0,0,0,1,0,0
1164,16902,giá hợp_lý giao hàng mua hàng ủng_hộ shop tiếp,1,0,0,0,1,0,0
1166,16900,bọc hàng cẩn_thận giao hàng . chưa không chất_lượng như 5 ủng_hộ,0,0,0,0,1,0,0
1167,16899,vị socola nhóc chưa quen uống 60mil bố uống .,0,0,0,0,0,1,0
1169,16897,shop gói hàng cẩn_thận tâm,0,0,0,0,1,0,0
1170,16896,chất_lượng sản_phẩm tuyệt_vời . giao hàng nhanh_chóng . hài_lòng,0,0,0,1,1,0,0
1171,16895,chất_lượng tốt .,0,0,0,1,0,0,0
1172,16894,hộp sữa hơi móp . shop đóng_gói lớp chống đập an_toàn .,0,0,0,0,-1,0,0
1176,16890,hàng . mua shop . shop uy_tín . chất_lượng không chê hãng sữa,0,1,0,1,0,1,0
1178,16888,"hàng , mua ưng , đóng_gói cẩn_thận 😁",0,0,0,0,1,0,0
1179,16887,"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm đẹp !",0,0,0,1,1,0,0
1181,16885,mua . không bàn_cãi chất_lượng giá_cả . shop 10 like,1,0,0,1,0,1,0
1182,16884,sản_phẩm tốt . chất_lượng . hàng chuẩn chỉnh . giá . ok,1,0,0,1,0,0,1
1183,16883,giao hàng . djc,0,0,0,0,-1,0,0
1184,16882,"đóng_gói sản_phẩm tốt , uống 1 tuần ăn ngon đói . ủng_hộ shop",0,0,0,0,1,0,0
1185,16881,shop hàng . bọc sản_phẩm . shop,0,0,0,0,1,0,0
1187,16879,hàng . 2 order shop . gởi hàng gọn kỹ_lưỡng . chất_lượng sữa đúng pháp 🇫 🇷 . 5 * shop . merci,0,0,0,1,1,0,0
1190,16876,đóng_gói cẩn_thận . mua shop 2 hạn tân 202 thoải_mái,0,0,1,0,1,0,0
1193,16873,hàng tốt . mua 2 shop . lười chụp bừa 1 ảnh shop,0,0,0,0,0,1,0
1194,16872,"giao hàng , hộp nguyên_vẹn không móp loại , 7 / 21 .",0,0,1,0,1,0,0
1195,16871,mua 3 sữa uống bé chất_lượng tốt giao hàng,0,0,0,1,1,0,0
1196,16870,video clip mag tchat xu lười chụp . lsau review tâm ^ sữa giá rẻ . hộp sữa . hàng chuẩn thơm . sh rep nhiệt_tình . mua n,1,1,0,1,0,0,1
1197,16869,hàng giá rẻ . y mẫu đẹp nghiêng không đổ . đóng_gói sản_phẩm uy_tín gửi đúng màu bé ơn shop .,1,0,0,1,1,0,0
1198,16868,gói hàng cẩn_thận . m mua mấy ròi chất_lượng tốt . 1 h_hạn không lắm,0,0,1,1,1,0,0
1199,16867,"giao hàng nhanh_chóng , đóng_gói cẩn_thận , săn sale rẻ , hàng tốt",1,0,0,1,1,0,0
1200,16866,mua chất_lượng oke,0,0,0,1,0,0,0
1201,16865,"mua 2 , hài_lòng lăm . mua tiếp ^ giao hàng",0,0,0,0,1,0,0
1202,16864,giao hàng . chất_lượng sản_phẩm ok . đóng_gói .,0,0,0,1,1,0,0
1203,16863,shop giao hàng đúng hình shop phục_vụ oke shop đóng_gói hàng đẹp,0,1,0,0,1,0,1
1205,16861,"sorry hình_ảnh không . toàn mua sữa mal chẳng phàn_nàn , canh giá tốt mua để_dành , cháy_túi vui",0,0,0,0,0,1,0
1206,16860,"giao hàng . hạn , 5 2021 . giá hợp_lý . đóng_gói sản_phẩm ổn .",1,0,1,0,1,0,0
1207,16859,"hộp giấy tiện_lợi , hộp 4 túi , . hộp , mất 5p hộp giấy . đóng_gói , hộp không móp méo , giao hàng . 5",0,0,0,0,1,1,0
1208,16858,"mua chất_lượng , chúc shop sản_phẩm",0,0,0,1,0,0,0
1209,16857,sữa bột mua hộp to móp lắm . hầu_như hộp móp .,0,0,0,0,-1,0,0
1210,16856,đóng_gói cẩn_thận,0,0,0,0,1,0,0
1211,16855,giao hàng . đóng_gói cẩn_thận đẹp . hàng ok . mua sản_phẩm,0,0,0,0,1,1,0
1212,16854,"chất_lượng sản_phẩm tuyệt_vời , giao hàng . đóng_gói sản_phẩm . hài_lòng",0,0,0,1,1,0,0
1214,16675,"shop giao hàng , sữa đầy_đủ tem chống hàng giả yên_tâm",0,0,0,0,1,0,1
1215,16674,"hàng giao , shope sale giá hợp_lý , săn hàng shop mã giảm_giá tiêu_dùng",1,1,0,0,1,0,0
1216,16673,"sản_phẩm_chất_lượng , yên_tâm giao hàng , giá hợp_lý",1,0,0,1,1,0,0
1217,16672,"sữa ngon , trộm_vía bé hợp_tác uống , uống đi ngủ đêm không đòi ti lắt_nhắt",0,0,0,1,0,1,0
1218,16671,giao hàng . chất_lượng sản_phẩm tốt . bột thơm bé . date .,0,0,1,1,1,0,0
1219,16670,"mua hàng shop ưng chất_lượng , giá_thành tốt . đóng_gói cẩn_thận , giao hàng",1,0,0,1,1,0,0
1220,16669,sản_phẩm tốt giao hàng chuẩn sữa úc hạn ủng_hộ tiếp,0,0,1,1,1,0,1
1222,16667,giao hàng . 2 hộp đều móp méo . mong sản_phẩm không . đóng_gói sản_phẩm kỹ,0,0,0,0,1,0,0
1223,16666,"giao hàng , đóng_gói sản_phẩm . chưa chưa chất_lượng .",0,0,0,0,1,0,0
1224,16665,"giao hàng , hôm_nay_mai , sản_phẩm hàng gốc",0,0,0,0,1,0,1
1228,16661,"1 hộp móp , ko bé uống cân ko ? mong bé uống hợp",0,0,0,0,-1,0,0
1230,16659,mua mùa sale giá tốt . ^ ^ mua liền 4 hộp mua mua 2 hộp hehe .,1,0,0,0,0,0,0
1232,16657,giao đủ hàng hộp móp : ( hơi thất_vọng xíu,0,0,0,0,-1,0,0
1233,16656,"sữa giá rẻ mua , giao hàng siêu",1,0,0,0,1,0,0
1234,16655,"mua hộp 2,2 ký hộp hình_ảnh , đều sản_phẩm shop , mua ? ko nỗi .",0,0,0,0,0,1,0
1236,16653,giao hàng sữa oki ủng_hộ tiếp cám_ơn shop d,0,0,0,1,1,0,0
1237,16652,"giao hàng , đóng_gói cẩn_thận chưa thử phục_vụ tốt",0,0,0,0,1,0,0
1239,16650,hình_ảnh không . mua shop đầu rùi,0,0,0,0,0,1,0
1241,16648,"6 hộp , chưa cân hợp_tác tốt",0,0,0,0,0,1,0
1242,16647,giao hàng ưng,0,0,0,0,1,0,0
1243,16646,mua . sp tin_tưởng,0,0,0,0,0,1,0
1245,16644,"shop giao hàng , chất_lượng ok , ủng_hộ shop !",0,0,0,1,1,0,0
1247,16642,"chất_lượng tuyệt_vời , đóng_gói cẩn_thận , giao hàng",0,0,0,1,1,0,0
1248,16641,vui shop giao kịp tết sữa uống . sản_phẩm shop sale,1,0,0,0,1,1,0
1249,16640,giao hàng chậm,0,0,0,0,-1,0,0
1250,16639,giao hàng hôm_qua hôm_nay hàng . đóng_gói cẩn_thận . ủng_hộ shop !,0,0,0,0,1,0,0
1251,16638,giao hàng ghê . đóng_gói .,0,0,0,0,1,0,0
1252,16637,giao hàng . đóng_gói hàng cẩn_thận . giá rẻ hàng chuẩn,1,0,0,0,1,0,1
1256,16633,hàng giao . date xa_tít . đóng_gói cẩn_thận . mua shop . tục ủng_hộ,0,0,1,0,1,0,0
1258,16631,"sản_phẩm như hình , giao hàng , đóng_gói cẩn_thận",0,0,0,0,1,0,0
1259,16630,"shop đóng_gói hàng cẩn_thận , sản_phẩm chuẩn 👍",0,0,0,0,1,1,0
1260,16629,"mua 1 hộp oke mua 2 hộp , đóng_gói kỹ , bọc chống sốc hai hộp , vỏ hộp cattong không móp méo , bóc vỏ chống sốc hộp sữa móp méo như , méo chỗ , không hề như vận_chuyển . bực vọng",0,-1,0,0,-1,0,0
1261,16628,"đầu mua sữa shop , chưa không chất_lượng ntn , ng mua tin_tưởng mua",0,0,0,0,0,1,0
1262,16627,"hình_ảnh không liên sản_phẩm tốt , hạn , giá rẻ mua thị_trường",1,0,1,1,0,0,0
1263,16626,chất_lượng sản_phẩm tốt đợt sữa giao hơi trễ hơi buồn,0,0,0,1,-1,0,0
1265,16624,"sản_phẩm hạn , shop chu_đáo nhiệt_tình đóng_gói cẩn_thận , giao . 5",0,1,1,0,1,0,0
1266,16623,chuẩn hàng . sữa ngon mát bổ_dưỡng cơ_thể . giao hàng đóng_gói đẹp . mua uống cơ_thể khỏe_mạnh to . chúc_vui,0,0,0,1,1,0,1
1267,16622,"mua hàng shop , viết phản_hồi : giao hàng , chủ shop thái_độ phục_vụ nhẹ_nhàng , nói_chuyện dễ_thương , hàng ok , chưa lỗi , mong_muốn shop cập_nhật mã giảm_giá khách_hàng thân_thiết , ưu_đãi",0,1,0,1,1,0,0
1268,16621,"sữa rẻ móp méo , giá oke không , ủng_hộ shop tiếp",1,0,0,-1,-1,0,0
1269,16620,"hàng đóng_gói cẩn_thận , rẻ , chất_lượng , giao hàng siêu",1,0,0,1,1,0,0
1270,16619,giao hàng gói cẩn hợp ủng_hộ tiếp,1,0,0,0,1,0,0
1273,16616,giao hàng,0,0,0,0,1,0,0
1274,16615,"sản_phẩm rẻ , giá chưa không , tốt ủng_hộ shop tiếp",1,0,0,0,0,0,0
1275,16614,"shop nhiệt_tình , gói hàng cẩn_thận , giá tốt mẹ , mua",1,1,0,0,1,0,0
1276,16613,"hàng chất_lượng , đảm_bảo hàng hãng , giao hàng , đóng_gói cẩn_thận",0,1,0,1,1,0,1
1277,16612,"giao hàng siêu , htrc . hôm , hàng y hình",0,0,0,0,1,0,1
1278,16611,giao hàng . 2 hộp móp 1 hộp .,0,-1,0,0,-1,0,0
1279,16610,"sản_phẩm_chất_lượng lắm , đóng_gói cực_kì cẩn_thận ổn , giao hàng cực",0,0,0,1,1,0,0
1280,16609,"đóng hàng cẩn_thận , hàng vc hàng",0,0,0,0,-1,0,0
1282,16607,"giao hàng ghê_gớm , sản_phẩm hạn , ngửi vỏ thơm",0,0,1,1,1,0,0
1284,16605,"đầu mua thử , hạn",0,0,1,1,0,0,0
1285,16604,"cháo đủ vị , sữa đúng loại như , đóng_gói cẩn_thận , giao hàng",0,0,0,1,1,0,0
1286,16603,đóng_gói cẩn_thận . shipper nhiệt_tình . mua shop . oke,0,1,0,1,1,1,0
1287,16602,chất_lượng sản_phẩm bàn_giao hàng thân_thiện ủng_hộ shop,0,0,0,1,1,0,0
1289,16600,"giao hàng , chất_lượng sản_phẩm tốt , mua shop",0,0,0,1,1,0,0
1290,16599,hộp hàng móp méo 3 hộp sữa đều móp . k hài_lòng lắm .,0,0,0,0,-1,0,0
1291,16598,"giao hàng siêu , check mã_vạch ok . không sợ lừa cắt . 5",0,0,0,0,1,0,1
1292,16597,"giao hàng , mua flash sale cộng voucher shope tiết_kiệm kha_khá .",1,0,0,0,1,0,0
1294,16595,giao hàng siêu gói hàng cẩn_thận . ủng_hộ shop dài_dài ak,0,0,0,0,1,0,0
1295,16594,mua mấy shop . shop làm_ăn uy_tín uy_tín ủng_hộ . thắc_mắc shop nhiệt_tình,0,1,0,0,0,1,0
1296,16593,đóng_gói hàng cẩn thẩn . hàng hãng . hsd_dài 2022 . giá tốt ^,1,0,1,0,1,0,1
1297,16592,sữa tốt nha mua lắm . ưng lắm .,0,0,0,1,0,1,0
1299,16590,"giao hàng , chất_lượng bỉm tốt , ủng_hộ shop , giá tốt .",1,0,0,1,1,0,0
1300,16589,"hàng ok , ảnh xu",0,0,0,1,0,1,0
1302,16587,"giao hàng , gọn , đóng_gói cẩn_thận , hạn , hộp không méo .",0,0,1,0,1,0,0
1304,16585,bánh ngon bé,0,0,0,1,0,1,0
1306,16583,đóng_gói cẩn_thận giao hàng nhanh_chóng sản_phẩm_chất_lượng tốt date_xa,0,0,1,1,1,0,0
1307,16582,"check mã_vạch đầy_đủ thông_tin sản_phẩm . hộp móp méo , không vận_chuyển shop shop , đóng_gói sơ một nguyên_nhân móp méo hộp . sản_phẩm thực_phẩm shop chú_ý .",0,0,0,0,-1,0,1
1308,16581,đóng_gói ổn . chất_lượng yên_tâm .,0,0,0,1,1,0,0
1309,16580,đóng_gói hàng_hoá cẩn_thận . giá_cả hợp_lý . giao hàng . chất_lượng oke,1,0,0,1,1,0,0
1310,16579,giao hàng . hạn . mua hàng hai hy_vọng mua giá ưu_đãi,-1,0,1,0,1,0,0
1314,16575,"sữa giao , hàng có_hạn tận 8 , giá ổn , shop nhiệt_tình , mua thử 1 lon bé hợp_tác mua",1,1,1,0,1,0,0
1315,16574,"shop gói hàng cẩn_thận , giao hàng , ủng_hộ shop tiếp hộ sữa",0,0,0,0,1,0,0
1316,16573,bé không hợp_tác . trộm_vía hàng pha bé tuti bình . sữa thơm ngậy,0,0,0,1,0,0,0
1317,16572,"hàng giao chậm 3 ship , lon móp chỗ . 5 giá tốt phục_vụ chuyên_nghiệp .",1,1,0,0,-1,0,0
1318,16571,giao hàng đóng_gói cẩn_thận mua .,0,0,0,0,1,0,0
1319,16570,"kb sữa nguồn_gốc như , không thơm , như_không vị béo như sữa a2 mua chỗ quen trừ shop rẻ chỗ m mua 100k : )",1,0,0,-1,0,0,-1
1320,16569,giao đủ hàng đúng loại sữa chuẩn thơm ngon sữa hikid mua giảm_giá mua,1,0,0,1,1,0,0
1321,16568,ủng_hộ shop . shop giao hàng đúng mẫu . hộp không móp . ủng_hộ shop,0,0,0,0,1,0,0
1322,16567,sữa nhạt bé uống mừng sữa uống bánh 47k 2 túi bánh 6 giao nhầm bánh bé không ăn mẹ ăn hàng oke mua_nhe,0,-1,0,1,0,0,0
1323,16566,"sữa đóng_gói , giá mềm mong hãng ủng_hộ shop",1,0,0,0,1,0,0
1326,16563,hai mua hàng shop hài_lòng shop đóng_gói sản_phẩm tốt ủng_hộ shop lâu_dài,0,0,0,1,1,0,0
1327,16562,"giao hàng đủ số_lượng , không ý_kiến , tánh ! giao hàng đủ số_lượng , không ý_kiến , tánh ! giao hàng đủ số_lượng , không ý_kiến , tánh !",0,0,0,0,1,0,0
1329,16560,"giao hàng , sữa chưa chưa ngon không . ngon",0,0,0,0,1,0,0
1332,16557,hàng giao . trông hộp sạch_sẽ đầy_đủ tem mác . chưa chưa chất_lượng,0,0,1,0,1,0,1
1333,16556,"đều đều 1 hộp shop . mua hàng shop . giao , gói cẩn_thận , giá tốt",1,0,0,0,1,0,0
1336,16553,"hàng hạn , chất_lượng , đóng_gói cẩn_thận . ủng_hộ tiếp",0,0,1,1,1,0,0
1337,16552,"shop giao hàng , một hộp sữa móp , bép dúm đầu : (",0,0,0,0,0,1,0
1342,16547,bao_bì sản_phẩm đẹp shop đóng hàng giao hàng chất_lượng oke mềm_mỏng thấm hút tốt giá_cả hợp_lí,1,0,0,1,1,0,0
1343,16546,"hộp đẹp , check mã_vạch đúng",0,0,0,0,1,0,1
1344,16545,mong bé hợp_tác,0,0,0,0,0,1,0
1346,16543,"giao hàng , không móp , chất_lượng oke",0,0,0,1,1,0,0
1347,16542,"hàng đẹp , chất_lượng ổn , giao hàng , nhiệt_tình , thân_thiện . ủng_hộ tiếp nhu_cầu .",0,1,0,1,1,0,0
1348,16541,"giao hàng , đúng sản_phẩm , đóng_gói cẩn_thận . 0",0,0,0,0,1,0,0
1350,16539,giao hàng đóng_gói cẩn_thận sữa hạn 202 trả_lời,0,1,1,0,1,0,0
1351,16538,"shop đóng hàng cẩn_thận , hàng như mô_tả tội giao hàng",0,0,0,0,-1,0,0
1352,16537,hơi ngon,0,0,0,0,0,1,0
1353,16536,bỉm oke mua shop giao hàng tạm,0,0,0,1,1,0,0
1354,16535,mua nhìu shop shop giao hàng cực ủng_hộ shop .,0,0,0,0,1,0,0
1355,16534,"sữa hạn 202 oke , đóng_gói kỹ",0,0,1,0,1,0,0
1356,17503,"sp tuyệt . k chê . ủng_hộ shop dài_dài , .",0,0,0,1,0,0,0
1357,17502,đóng_gói cẩn_thận . ủng_hộ shop,0,0,0,0,1,0,0
1358,17501,sữa chất_lượng ủng_hộ shop .,0,0,0,1,0,0,0
1359,17500,"mua sữa shop , tin_tưởng mua bé , shop mã giảm_giá sữa rẻ mua_lẻ",1,0,0,0,0,0,0
1360,17499,sản_phẩm tốt . giá_cả hơp lý,1,0,0,1,0,0,0
1361,17498,hàng đóng_gói đẹp,0,0,0,0,1,0,0
1362,17497,"shop , hàng đảm_bảo , tem mác đàng_hàng , giao hàng ,",0,0,0,0,1,0,1
1363,17496,nowship . date 12 . tốt . trc sữa lắm .,0,0,1,0,1,0,0
1364,17495,giao hàng siêu . bọc hàng cẩn_thận . giá chỗ m tốt . hi_vọng hàng chuẩn ủng_hộ shop,1,1,0,0,1,0,0
1365,17088,"giao hàng , shop đóng_gói cẩn_thận",0,0,0,0,1,0,0
1366,17087,"giao hàng , đóng_gói cẩn_thận , hạn , shop uy_tín , nhiệt_tình , ủng_hộ n 😁",0,1,1,0,1,0,1
1370,17083,sản_phẩm ok . chưa chưa . giao hàng chưa,0,0,0,1,-1,1,0
1371,17082,"hàng , hạn 6.2020 .",0,0,1,1,0,0,0
1372,17081,chất_lượng oke oke oke ủng_hộ,0,0,0,1,1,0,0
1373,17080,hàng,0,0,0,0,0,1,0
1374,17079,2 mua hàng . giao . đóng_gói cẩn_thận . ủng_hộ tiếp 5,0,0,0,0,1,0,0
1376,17077,"giao hàng , đóng_gói cẩn_thận . quà xinh nhầm quà tý không . shop .",0,1,0,0,1,0,0
1378,17075,shop ghi hạn shop update thông_tin .,0,0,0,0,0,1,0
1379,17074,"shop giao hàng , đặt_hàng hôm hôm . sp giá tiền",1,0,0,0,1,0,0
1380,17073,chất_lượng sản_phẩm tuyệt_vời giao hàng đóng_gói sản_phẩm,0,1,0,1,1,0,0
1382,17071,"sữa check mã_vạch , hạn shop thông_tin . shop giao",0,0,0,0,1,0,1
1385,16532,"hàng đóng_gói cẩn_thận , giao hàng . chất_lượng yên_tâm mua shop . sữa thơm , ngon . đi đi tiện",0,0,0,1,1,0,0
1387,16530,"sữa chuẩn , thơm , mua shop lắm , giao hàng lắm .",0,0,0,1,1,0,1
1388,16529,chất_lượng sản_phẩm tốt đóng_gói giao,0,0,0,1,1,0,0
1390,16527,mua rùi tặng quà xinh_xinh bỉm tốt nha,0,1,0,1,0,1,0
1391,16526,"sản_phẩm đóng_gói cẩn_thận , chưa không bit chất_lượng .",0,0,0,0,1,0,0
1393,16524,ủng_hộ shop 5 tin_tưởng mong shop làm_ăn hàng hàng không móp sữa oke,0,0,0,0,0,1,0
1396,16521,"đóng_gói giao hàng , sản_phẩm nhập_khẩu hãng , dán gợi_ý tiếng việt .",0,0,0,0,1,0,1
1397,16520,"sản_phẩm dán băng_keo , mong shop đừng dán băng_keo , quấn bong_bóng khí a , shop",0,0,0,0,-1,1,0
1398,16519,chất_lượng sản_phẩm tuyệt_vời . shop giao hàng gói cẩn_thận,0,0,0,1,1,0,0
1399,16518,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp,0,0,0,1,1,0,0
1404,16513,"giao hàng , đóng_gói , hàng chuẩn",0,0,0,0,1,0,1
1405,16512,chất_lượng sản_phẩm tuyệt_vời . mua hộp giấy tiết_kiệm nhìu : ),0,0,0,1,0,0,0
1406,16511,xu mua shop lắm hài_lòng,0,1,0,0,0,1,0
1408,16509,"đóng_gói kỹ , giao hạn đúng quảng_cáo , ủng_hộ tiếp",0,0,1,0,1,0,0
1409,16508,"shop đóng_gói tiến_bộ mua shop toàn thả mấy miếng xốp vụn hộp catton , shop quấn tròn vòng_quanh đẹp_mắt gọn_gàng",0,0,0,0,1,0,0
1412,16505,sản_phẩm oke . shop giao hàng vận_chuyển hơi đi mua 1 hộp .,0,0,0,1,-1,0,0
1413,16504,shop giao hàng gói sản_phẩm chắn,0,0,0,0,1,0,0
1414,16503,sữa hãng chuẩn ngon . bé . giao hàng đủ .,0,0,0,1,1,0,1
1416,16501,giao hàng uống sữa tội tiền ship,0,0,0,1,1,0,0
1417,16500,"chất_lượng sản_phẩm tốt , đóng_gói đẹp , giao hàng",0,0,0,1,1,0,0
